Lookup ID,ZIP,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges,Predicted Affinity for Children's Causes,Predicted Affinity for Educational Causes,Predicted Affinity for Science,Predicted Affinity for Arts & Culture,Predicted Level of Technology Adoption
8-10028502,22124-2317,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10025316,20151-3937,8-10002535,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026619,09842-2004,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10021838,20190-3382,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Wizard
8-10036302,20112-2406,8-10003076,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10014579,20170-4333,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1230,20109-7559,"",1,50.00,50.00,5/7/2013,50.00,5/7/2013,50.00,5/7/2013,0.00,0,0,0,0,0
8-10046280,20176-2802,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10038855,20124-2124,8-10003141,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,35,0
8-10049967,20147-3248,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10042350,22032-2834,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10015750,20124-2437,8-10001948,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,42,0
8-10005368,20120-1976,8-10000373,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034772,22124-2213,8-10002983,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053045,25419-4621,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10018249,20124-1608,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030179,22032-2377,8-10002827,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030413,12345,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023330,20105-3008,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10020652,08701-7367,"",1,200.00,200.00,2/16/2017,200.00,2/16/2017,200.00,2/16/2017,0.00,35,90,35,42,0
8-10047109,20171-1819,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035407,20112-4527,8-10003002,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
436,20147-5983,"",1,200.00,200.00,5/23/2012,200.00,5/23/2012,200.00,5/23/2012,0.00,35,35,35,42,0
1651,20105,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10047742,22307-1526,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10052327,22202-2926,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027016,20147-2737,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030095,22030-1805,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10052137,22182-5111,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10010076,28209-2167,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028584,20141-2632,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Journeyman
8-10042005,20136-2079,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10052799,20166-7800,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031882,20175-6723,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039752,22102-4814,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047597,20171-2401,8-10003600,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10052925,08831-4056,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10039023,22152-3848,8-10003159,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045885,22101-2923,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032026,08540-5623,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10036817,22152-2502,8-10003104,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026843,22554-2629,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023686,20136-5779,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10035490,22152-2735,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10003774,20132-9000,8-10000041,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10017164,22153-2906,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10016081,22039-1848,8-10001961,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10020915,22180-7473,8-10002273,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10052246,20110-6104,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10027493,45224-3186,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023561,20147-4821,8-10002412,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10046622,20169,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,50,0
8-10050440,20152-4426,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042979,22124-1405,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018722,20136-3068,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10047543,20120-1748,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047074,20171-4067,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017628,22039-3162,8-10002161,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048847,20136-2434,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10026483,20120-2034,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025737,22066-3401,"",3,"30,000.00","10,000.00",11/15/2019,"10,000.00",10/25/2017,"10,000.00",11/15/2019,"50,000.00",0,0,0,0,0
8-10047320,22193-4990,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041235,20191-1740,8-10003303,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050552,22031-3408,8-10003715,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036450,22079-5670,8-10003085,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020612,11710-5201,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,Apprentice
8-10042819,22033-3814,8-10003463,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013340,20121-2345,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10003536,20176-1628,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10022799,20151-2497,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10027156,20121-3512,8-10002600,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025315,20151-3940,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029746,20151-2418,8-10003537,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10042730,22033-2715,8-10003372,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006236,20111-4123,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10027241,22044-1424,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10042526,22044-1103,8-10002831,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10042728,22030-5370,8-10002383,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034755,20164-4904,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10040283,22304-2936,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10042360,20120-1856,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038742,20852-1206,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
72,20152-6314,"",1,"1,000.00","1,000.00",5/24/2011,"1,000.00",5/24/2011,"1,000.00",5/24/2011,0.00,35,35,35,42,Apprentice
8-10046027,22201-5019,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10052750,20170-6200,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026238,21042-5809,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,50,0
8-10044226,22031-6085,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1883,22015-2145,"",1,100.00,100.00,5/6/2014,100.00,5/6/2014,100.00,5/6/2014,0.00,0,0,0,35,0
8-10032802,22301-2219,"",1,50.00,50.00,10/23/2018,50.00,10/23/2018,50.00,10/23/2018,0.00,0,0,0,0,0
8-10049993,20151-2261,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017828,28465-5020,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,90,35,42,Apprentice
8-10019696,22312-1006,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049286,22033-3119,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10020586,22153-3925,8-10002287,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006391,20170-3307,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10041815,22192-5439,8-10003339,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005235,22032-1622,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10018587,23321-5716,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042201,20120-3941,8-10003354,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030548,20003-3627,8-10002865,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013044,20151-3625,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041682,20816-2031,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044000,22124-1439,8-10003423,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020813,22124-1617,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10005620,22102-2503,"",1,100.00,100.00,11/16/2015,100.00,11/16/2015,100.00,11/16/2015,0.00,0,0,0,35,0
8-10028421,20169-4988,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10003520,22152-2707,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10031039,20112-3829,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052768,20105-5922,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020640,22180-6347,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031907,20151-2429,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006409,20171-2928,8-10000486,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10024280,20152-3400,8-10002434,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10021705,20165-7515,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031858,22032-2747,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10051527,22003-4446,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10006661,20195-0301,8-10001825,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10025797,20191-2117,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,Apprentice
8-10014352,22046-2409,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10012705,22030-6665,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10019145,20171-1616,8-10002163,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,90,35,Apprentice
8-10026727,20191-3018,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049856,20155-1677,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034363,20136-3124,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10011443,20171-2338,8-10002478,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023884,11235-1786,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10043029,22150-1900,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10038555,22015-4246,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10049094,85641-8843,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Journeyman
8-10047460,22033-1508,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Novice
8-10026533,20111-2067,8-10002531,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10013470,87107-6029,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10035812,20164-4918,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10049405,22315-5282,8-10003668,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013864,20165-0970,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10007869,34024-0168,8-10000528,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013440,20166-4371,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040425,22150,8-10003261,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030694,20187-2546,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050258,22039-1844,8-10000049,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1703,22201,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10039158,20137-1943,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10050397,22030-5122,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032450,22181-6166,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036900,20155-1646,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10004938,22181-4041,8-10000293,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
2038,20004-1505,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Apprentice
8-10052521,20120-4909,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018588,20886-1432,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051696,22102-1603,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039042,22312-3162,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050896,20181-3370,8-10003753,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020755,20186-4331,8-10002589,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10034034,22033-3722,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026896,20151-2434,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048817,22124-2336,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031118,22554-7916,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,90,35,50,0
8-10020190,20191-1637,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10017185,20008-3504,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046086,20015-1510,"",1,100.00,100.00,8/21/2019,100.00,8/21/2019,100.00,8/21/2019,0.00,0,0,0,35,0
8-10023003,22033-6066,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005832,22030-2448,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10039552,78258-4954,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1165,22043-1421,"",1,50.00,50.00,5/7/2013,50.00,5/7/2013,50.00,5/7/2013,0.00,35,35,35,50,0
8-10047127,22205,"",0,0.00,0.00,"",0.00,"",0.00,"","5,000.00",0,0,0,0,0
8-10036205,20164,8-10003058,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
140,22101-5502,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10048516,20152-6501,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043790,20147-2425,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10015467,21830-1093,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043006,96103-0756,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047235,20121-4826,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10027692,02852-5725,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Novice
8-10039916,22150-3301,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032743,20109-3318,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10028576,22315-5066,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,0
8-10003665,78736-3314,8-10000034,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046781,20171-4032,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
839,"","",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10043659,22031-2113,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039178,20191-1957,8-10003168,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10039062,68601-8049,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,90,35,42,0
8-10026067,22182-4421,"",1,100.00,100.00,10/25/2017,100.00,10/25/2017,100.00,10/25/2017,500.00,35,35,35,50,0
8-10053005,22101-1529,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049648,08542-3704,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029053,22151-3324,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
927,22101-3304,"",33,"4,341.01",500.00,11/13/2015,500.00,4/23/2014,100.00,6/15/2020,"4,850.00",0,0,0,0,0
8-10014389,20147-3373,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006188,22030-7428,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10049611,22033-5404,8-10003678,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031734,20152-6100,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10012140,22003-3828,8-10001698,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10012676,20171-2270,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051397,20124-2457,8-10003673,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022030,20176-2329,"",1,50.00,50.00,4/27/2017,50.00,4/27/2017,50.00,4/27/2017,0.00,35,35,35,35,0
8-10018045,20194-1575,8-10002100,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10018193,20878-4219,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018353,20171-3505,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038626,20164-1135,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10019279,20169-8157,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038647,20105-6109,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013717,20164-6401,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10051258,22033-1728,8-10003776,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042285,20151-2266,8-10002810,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030467,22152-1314,8-10002837,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10035755,20191-3496,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044041,20148-5310,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036110,20164-4820,8-10003040,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,42,0
8-10047916,22182-5141,8-10003607,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10052827,20111-2383,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053346,"","",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024607,22207-2766,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051593,20120-3201,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10051267,22015-2872,8-10003782,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10038717,22043-1131,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031735,20164-1640,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10024049,22043-1024,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027015,20147-2737,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10036405,20147-4761,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041099,22101-4026,"",1,20.00,20.00,3/10/2019,20.00,3/10/2019,20.00,3/10/2019,0.00,0,0,0,0,0
8-10052448,20171-3920,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10035582,22312-1018,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052284,20111-1610,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
2024,22180-7077,"",1,100.00,100.00,5/16/2014,100.00,5/16/2014,100.00,5/16/2014,100.00,90,90,35,42,0
8-10012053,20170-3677,8-10001692,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047085,20175-8781,"",1,250.00,250.00,10/24/2019,250.00,10/24/2019,250.00,10/24/2019,0.00,0,0,0,0,0
8-10026724,22043-1356,8-10002575,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10021091,22124-2036,8-10002285,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10011768,22066-2940,8-10001673,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10012993,22102-1452,8-10002925,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10032075,22033-4147,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032205,20164-4822,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10016120,07945-2900,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,35,0
8-10052446,20147-4573,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049786,22032-2366,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046772,20171-4032,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,50,0
8-10036253,20164-4813,8-10003073,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044965,22015-1913,8-10003480,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10043916,22152-2621,8-10003415,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039167,08732-0484,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038756,22304-8611,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017440,92663-5442,"",1,250.00,250.00,10/25/2016,250.00,10/25/2016,250.00,10/25/2016,0.00,0,0,0,0,0
8-10031731,20744-3111,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034145,22030-5176,8-10002964,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10037196,20171-4032,8-10003125,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035511,22150-3219,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051889,22191-4634,8-10003809,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10019013,22032-3025,8-10002265,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042047,22015-2709,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
231,24019-7115,"",1,25.00,25.00,5/23/2012,25.00,5/23/2012,25.00,5/23/2012,0.00,35,90,35,35,0
8-10025069,22207-2246,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047581,20604-1196,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10018452,20151-4506,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043548,22153-2301,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013739,20175-4516,"",1,100.00,100.00,4/28/2016,100.00,4/28/2016,100.00,4/28/2016,0.00,35,35,35,50,Apprentice
